ITERATION,STRATEGY_1_COST,STRATEGY_1_EFF,STRATEGY_2_COST,STRATEGY_2_EFF,STRATEGY_4_COST,STRATEGY_4_EFF,u_disutility_delta,t_max_fail,p_allo_success_de,u_disutility_off,p_hyper_D,p_die_hyper_D,p_allo_ae,p_flare,p_flare_uncon,p_flare_uncon_off,p_stop_low,p_stop_med,p_stop_hi,p_sto_ae_allo,u_flare,u_flare_ae,u_hyper
4287,17566.53919,12.04978741,21087.4355,12.06075,16018.32333,12.00962114,0.041359584,10.41673697,0.779279526,0.059320585,0.003974296,0.236530659,0.237573892,0.235927693,0.351503108,0.473020388,0.067620107,0.17827961,0.346041831,0.027336942,0.001192333,0.015934984,0.351556602
4288,8600.080142,16.08323369,11900.84421,16.09982605,6950.640974,16.0477997,0.041315323,7.374044831,0.757495972,0.044143786,0.003680751,0.260759428,0.249198575,0.214217025,0.342012839,0.45787422,0.120708017,0.293749286,0.384319746,0.044961221,0.005634328,0.104254729,0.344509147
4289,15709.11333,13.44580748,19677.78384,13.45476065,14214.11725,13.42116092,0.045409147,6.632702864,0.867617875,0.04896393,0.004579176,0.296208998,0.216589403,0.228684584,0.360819767,0.44698901,0.085675397,0.243595532,0.384545263,0.026525756,0.013843413,0.311450321,0.348508233
4290,15490.1946,14.02597207,17693.41583,14.03863984,12612.91572,13.97955055,0.040235737,8.180105665,0.670640388,0.034761589,0.003067923,0.333704568,0.223109135,0.22679072,0.341137073,0.4345901,0.067993606,0.297464848,0.268236294,0.036813969,0.001744905,0.076686787,0.34987395
4291,14424.42766,9.653012498,16184.32316,9.658486091,10841.37861,9.618768535,0.048566688,8.121919521,0.762498167,0.042252151,0.00390614,0.372133927,0.264675569,0.221714549,0.361311473,0.440897027,0.06247834,0.172950614,0.411348351,0.050791325,0.005406976,0.034219157,0.352409337
4292,15067.74138,14.00288848,18828.32942,14.0073659,13230.08026,13.99275372,0.045798301,9.371371717,0.865879544,0.044147925,0.004666617,0.210165109,0.201320916,0.223226969,0.363703228,0.437024535,0.096230089,0.104730944,0.395184452,0.049478596,0.009391186,0.011386746,0.348017076
4293,7468.354985,8.940558991,11963.52561,8.966206383,5067.686633,8.873837718,0.059514639,5.408013935,0.705888533,0.047190408,0.002543242,0.273624385,0.236375189,0.225273534,0.338893459,0.46232982,0.074429769,0.124608411,0.216947041,0.024473562,0.011086472,0.010495925,0.350860279
4294,7902.859312,9.26815175,10702.15716,9.277661197,5966.020016,9.249320524,0.054059603,9.49972678,0.772146738,0.048019814,0.003904238,0.171228202,0.22708216,0.231536878,0.388818022,0.445160609,0.111511172,0.119164217,0.271084415,0.027777924,0.003117352,0.004861882,0.346925459
4295,8578.982506,16.53123695,11799.48632,16.543773,7128.506615,16.49076984,0.049351065,8.508815708,0.766233515,0.038667985,0.002716024,0.239526801,0.191079186,0.223220635,0.381174187,0.402836045,0.139119272,0.26480716,0.349075797,0.027124655,0.003354548,2.28E-07,0.346328519
4296,9281.733359,15.45179795,13410.61016,15.45715025,7410.066643,15.43264812,0.048485796,8.379631011,0.818198124,0.045858335,0.001681644,0.286060193,0.226885507,0.232042845,0.349849948,0.4144598,0.070804283,0.112777864,0.275378929,0.035341623,0.002424984,0.024638046,0.347045051
4297,4852.503228,5.478876362,8106.056872,5.485960352,3070.950738,5.444240101,0.046760287,6.766652403,0.765431197,0.047880197,0.003267141,0.22801629,0.213122225,0.217995722,0.333266445,0.430257798,0.091148523,0.196989954,0.255331486,0.017260288,0.007231318,0.021024496,0.350621174
4298,9276.733155,11.40700728,11512.10569,11.41106425,7107.336213,11.38822441,0.044053005,10.63286345,0.772355273,0.033683793,0.002599687,0.260169376,0.203694645,0.214655757,0.347903401,0.454964768,0.123521,0.113981249,0.200970807,0.026840596,0.002607632,0.006431277,0.352743123
4299,7351.352734,10.88692867,10442.78548,10.89542949,5370.373427,10.86921794,0.047635582,8.763542592,0.804124135,0.030006964,0.00305835,0.277952266,0.266634077,0.232827417,0.394156482,0.459832137,0.06310349,0.144367282,0.24066916,0.045806346,9.08E-05,0.072115491,0.348199388
4300,11463.7681,11.77777629,14044.92732,11.78306261,8462.660813,11.74885627,0.045449969,10.21014651,0.773047017,0.02520398,0.002576853,0.202034581,0.196054768,0.211253129,0.362052229,0.478674628,0.098381736,0.159651759,0.324674129,0.030240266,0.008451579,0.042805005,0.349987183
4301,4796.703841,10.15490294,8287.825023,10.16753713,3148.418146,10.13056298,0.046484481,6.435830698,0.802071049,0.025231183,0.004685494,0.24768469,0.252668536,0.229008429,0.358412918,0.435196267,0.097381763,0.294282769,0.286987176,0.057010041,0.002198385,0.001728839,0.345370703
4302,8595.64513,17.20862314,12274.93455,17.21598629,6812.900591,17.16558168,0.050578122,5.158982493,0.767778349,0.040048346,0.002214147,0.259734946,0.207265241,0.220972841,0.344352382,0.461520602,0.125553684,0.264391107,0.184443253,0.018673255,0.004817931,0.000557721,0.355093212
4303,4826.336193,6.338136022,7930.038563,6.345706785,3289.807958,6.317551272,0.052540807,10.54949569,0.76728299,0.035555351,0.004197857,0.264496626,0.194974888,0.231554923,0.352210293,0.469157317,0.103315991,0.197705923,0.334689438,0.024669129,0.008795564,0.002074516,0.348386067
4304,7661.539361,16.19136515,11827.26043,16.20583951,6295.299669,16.14627006,0.055079923,6.111306309,0.757819014,0.034004266,0.001561098,0.170891045,0.253516114,0.229843769,0.371851442,0.450339882,0.101899562,0.205640479,0.312698094,0.02716791,0.002248074,0.000938188,0.350563281
4305,10530.12708,13.54307994,14795.05356,13.55200907,8437.435747,13.4852969,0.063449889,10.52550418,0.773986163,0.029910487,0.001876193,0.198287851,0.191746637,0.234105859,0.339587303,0.428905085,0.091936882,0.229488143,0.403008873,0.014867176,0.000293491,0.005785897,0.351764107
4306,10376.71089,8.799030243,13543.68784,8.798109397,8997.755494,8.787380634,0.051865967,7.549146835,0.842971821,0.043403601,0.005477183,0.283313994,0.222646015,0.251601459,0.368491884,0.480546171,0.132657537,0.118285285,0.430172682,0.0325731,0.009014232,0.00263252,0.345925905
4307,5320.514114,10.48908593,7880.711488,10.50032149,3088.700035,10.45690899,0.045285667,10.59925503,0.691609878,0.04193882,0.003464041,0.267076723,0.218806538,0.218155945,0.347542853,0.42944869,0.063128871,0.122515274,0.327143489,0.043446931,0.00465216,0.000102097,0.353301334
4308,10358.40596,10.85418383,14406.71445,10.86373532,9180.871041,10.82631464,0.046087203,8.964246613,0.84258382,0.052673169,0.003846897,0.267549413,0.268283416,0.218607046,0.343474536,0.429546685,0.146112627,0.171243941,0.398737813,0.027751317,0.002481077,0.017533459,0.339967102
4309,4603.929282,6.045918018,8439.739209,6.059678782,2397.982659,5.993061143,0.04790665,6.3515992,0.758804558,0.045678216,0.004706916,0.315193075,0.211328711,0.217684121,0.32591181,0.426576525,0.051710222,0.251661565,0.389920994,0.033285976,0.006518038,0.027181228,0.349932023
4310,11715.41144,6.339536561,14430.96618,6.349726536,9713.49161,6.308108182,0.044928794,6.156796304,0.796167367,0.044559397,0.00184964,0.266434472,0.179625185,0.22543523,0.374021264,0.469316477,0.108259424,0.299569884,0.171373353,0.021498947,0.004977397,0.056680654,0.346368833
4311,47446.80217,17.07381272,51138.93341,17.09430558,45829.21174,17.05703562,0.043719534,6.316006148,0.80020851,0.045626379,0.004869105,0.299529462,0.23976748,0.223145368,0.365936661,0.420325552,0.124880552,0.104596214,0.204010446,0.02865426,0.007544479,0.000112455,0.347239237
4312,3444.813891,11.19316245,6752.382919,11.20694321,1711.539782,11.15343822,0.069513587,9.272798725,0.719472533,0.054308093,0.001716192,0.277143993,0.210727416,0.2142134,0.356716724,0.456976255,0.12082465,0.1844278,0.268015717,0.029077052,0.014000401,0.000704146,0.348201949
4313,31413.58748,10.2223183,33935.09781,10.22571823,30142.87433,10.19024138,0.045460338,10.56826332,0.764556623,0.043623978,0.004226203,0.208718264,0.205343374,0.233763814,0.322787076,0.485485468,0.06562154,0.156674782,0.390173896,0.041994703,0.003032356,0.008738163,0.350528039
4314,5317.258637,8.586192858,8098.726004,8.605678971,3630.832869,8.544487083,0.056013815,7.989865027,0.689278687,0.054450729,0.006122874,0.298457181,0.251430267,0.237826754,0.37958316,0.46094241,0.131427184,0.223207998,0.355567042,0.030474722,0.018859798,0.025091565,0.358771021
4315,8797.450938,5.258197839,11332.92713,5.260010392,7417.562077,5.249908156,0.039706723,6.631242012,0.821783446,0.044985686,0.003261103,0.270668833,0.272225462,0.215714508,0.386428407,0.45767903,0.1456175,0.29351357,0.19783802,0.059323403,0.008843786,0.243203159,0.34630071
4316,15465.1261,15.6961047,19987.09836,15.71312564,14369.09734,15.6476717,0.049590442,6.700789194,0.819237642,0.039884477,0.007090092,0.248300058,0.234175422,0.259853026,0.384096215,0.426553302,0.068822549,0.272113164,0.235481403,0.033113047,0.0042226,0.084972707,0.350874773
4317,23038.41047,14.36189675,27401.32958,14.37015906,21842.11995,14.3481999,0.056012081,8.469218694,0.78267817,0.035073505,0.002749138,0.343720413,0.267768433,0.221525662,0.37657522,0.447806924,0.147709066,0.108453439,0.347771589,0.037135905,0.004249316,0.022325873,0.342634548
4318,11713.48047,14.40098576,15969.25109,14.42010108,9898.644904,14.34881624,0.05757458,8.698854483,0.765594305,0.042585306,0.003976939,0.290773358,0.246930631,0.229190278,0.341112557,0.446291711,0.086184043,0.241173386,0.400896825,0.025473673,0.002612801,0.033307389,0.350709576
4319,12502.90658,15.87937643,16558.72073,15.89781314,10479.59818,15.84185423,0.05594726,8.056959166,0.763965652,0.033914746,0.004334704,0.151463459,0.20330106,0.234264075,0.341567436,0.465002029,0.118863123,0.163234613,0.360360711,0.01391469,0.008072667,0.05716895,0.35346253
4320,26481.8643,10.57137228,29956.05736,10.59292444,24932.23639,10.53757676,0.053099829,5.184018581,0.729118068,0.028645839,0.002969807,0.292924132,0.225013872,0.212979738,0.350276306,0.462935291,0.112050526,0.195928341,0.220926225,0.020229552,0.004931388,0.038198841,0.344639354
4321,18727.19809,16.5553639,22927.37719,16.56451465,16836.27344,16.54063562,0.044814236,9.712512304,0.819877733,0.036432203,0.005017525,0.217180934,0.237292198,0.234340762,0.36700963,0.426636124,0.05865255,0.120441745,0.240317673,0.021768277,0.007861405,0.020104758,0.342610244
4322,6158.787366,9.424885316,10383.19627,9.433908536,4659.776426,9.392259243,0.052846275,10.03146446,0.77186689,0.037938138,0.004843323,0.245200559,0.2233303,0.231824992,0.386263182,0.451075782,0.109179701,0.130457349,0.30594775,0.040242697,0.00077303,0.028880375,0.347353276
4323,16976.72751,10.8776526,20929.68915,10.90718135,15769.58213,10.84781033,0.034978005,9.158057777,0.725707771,0.059498166,0.004826946,0.31169863,0.250028492,0.211390328,0.390909061,0.448877702,0.1471766,0.248159199,0.262943086,0.021582879,0.043315442,0.027593686,0.35325631
4324,6576.070451,5.568366168,8965.563508,5.569571063,5225.879009,5.553766898,0.036720782,9.977449028,0.815355768,0.041963938,0.003386599,0.342822606,0.231640761,0.24619784,0.370602247,0.463132459,0.09857125,0.209827419,0.239270264,0.019910714,0.011432911,0.05420134,0.352396989
4325,5029.451234,8.831374617,9169.415595,8.837899166,3112.102265,8.797040473,0.067239361,9.236641348,0.831241587,0.053485531,0.00328907,0.222577204,0.262066697,0.223674171,0.359441123,0.492424915,0.087138295,0.169347467,0.234695001,0.023678025,0.011798608,0.038761989,0.351283523
4326,3314.99828,10.52622218,7157.572959,10.53777077,1274.349875,10.46604965,0.061603208,7.963514089,0.72784702,0.025380807,0.001932607,0.248483123,0.222808666,0.233894635,0.360587229,0.453246026,0.085427788,0.292418707,0.369624831,0.027104675,0.001004767,8.08E-05,0.352579288
4327,4229.054074,5.521555217,6102.497912,5.523786159,2111.883855,5.489100447,0.056255459,8.444551569,0.781161352,0.033522598,0.002284723,0.267365412,0.25255373,0.23883407,0.373035754,0.464859763,0.071828055,0.273370542,0.29214574,0.018362067,0.002797125,0.002414115,0.351819265
4328,11448.9177,14.14456611,13973.98858,14.15622395,8444.632757,14.10062125,0.053088292,10.06460845,0.729567144,0.037858993,0.002010775,0.363585284,0.243239394,0.236725298,0.393697263,0.444767991,0.129080843,0.218296978,0.349065409,0.024267882,0.028337122,0.025350348,0.345176083
4329,2471.546523,14.08997241,5671.878487,14.09554509,1190.041843,14.08371751,0.05296563,7.816879442,0.820680762,0.039375593,0.003413037,0.231621247,0.267192786,0.248003321,0.38141004,0.466035419,0.133507379,0.126081783,0.353518208,0.043960216,0.003474608,0.01324776,0.351706821
4330,10130.00106,5.804809121,13117.87867,5.817990373,6982.818689,5.758483266,0.042211782,10.86224262,0.651347001,0.03958178,0.004648515,0.281288937,0.226447308,0.234728508,0.401821482,0.470110344,0.06119498,0.295598394,0.437646096,0.054232664,0.018122571,0.00220918,0.348949282
4331,4826.062055,15.24225756,7815.608743,15.25398057,2758.718633,15.20893982,0.048044246,6.587810676,0.860437434,0.054933509,0.007421492,0.288946623,0.241896552,0.225321709,0.345973235,0.449761574,0.061819483,0.171818332,0.230796382,0.028588753,0.026235244,0.012504283,0.350412527
4332,16740.45029,15.49182297,20521.08319,15.5012182,15789.84228,15.43842128,0.061693692,5.375364817,0.780849632,0.02912145,0.001884194,0.285831706,0.199961343,0.228508571,0.356097547,0.442739885,0.070161171,0.108675946,0.241293533,0.026334709,0.000640863,9.78E-06,0.348563033
4333,4389.373292,10.28988971,7125.655197,10.30517259,2123.84932,10.26297716,0.038102895,5.505137616,0.761527632,0.043288687,0.003866222,0.32419792,0.257524091,0.215076166,0.375260474,0.451839449,0.084920451,0.168622176,0.21191961,0.034992816,0.018269273,0.019978063,0.354007742
4334,13862.16573,16.21558017,15971.55717,16.23704951,10828.15348,16.18608143,0.044080237,5.759883566,0.748219771,0.037077278,0.005456704,0.341324434,0.21540967,0.235316901,0.364975293,0.486295938,0.069833022,0.205704443,0.17819881,0.040966088,0.005254794,1.78E-05,0.343833587
4335,4272.875296,11.45235921,9282.30846,11.46488031,2749.287667,11.39964581,0.061226073,9.65197255,0.797582091,0.047585694,0.003204807,0.236040851,0.257234004,0.237431363,0.366634258,0.467781987,0.057719993,0.217345796,0.381359685,0.018981215,0.017273501,0.111037431,0.343637541
4336,16094.1696,10.62444903,19775.39765,10.63411827,14505.61636,10.60803139,0.046185656,7.078991631,0.833273459,0.050128884,0.004689985,0.27453608,0.234786656,0.215738805,0.363792905,0.502204053,0.10936111,0.165927247,0.258485642,0.048353912,0.013537935,6.46E-05,0.35163753
4337,13270.83083,12.89442389,17090.14843,12.91669155,11509.77292,12.86114638,0.049179665,10.90523493,0.741445227,0.039925328,0.003452485,0.32072222,0.223941712,0.223495216,0.347918377,0.469729056,0.115154979,0.280453327,0.282015478,0.041256658,0.00733807,0.001164992,0.344610849
4338,11553.07099,15.09796075,15407.91546,15.09221464,10219.92392,15.05891863,0.047978884,6.305770007,0.819607398,0.045808925,0.001725499,0.181135241,0.197674835,0.234306428,0.343669256,0.451038966,0.112748211,0.285946531,0.177298419,0.015632284,0.000252251,0.015692851,0.355352667
4339,9636.420747,14.96631355,13561.88377,14.98929941,8242.277295,14.94723937,0.046680523,9.716733378,0.798529095,0.031296663,0.006647988,0.322445682,0.239199022,0.25713063,0.347127786,0.425872105,0.139672361,0.184742467,0.403258384,0.039417972,0.000479566,0.00019104,0.345413447
4340,7354.09905,14.26215644,10806.19195,14.26946267,4680.346065,14.21418896,0.054046073,5.642049194,0.819344025,0.051266729,0.003634389,0.236707214,0.279103727,0.216147409,0.333474637,0.421405673,0.11430075,0.27490195,0.331473785,0.010665492,0.020695822,0.150098519,0.352939881
4341,6078.019708,5.273290522,8908.022139,5.276691572,3983.252826,5.249596081,0.048808905,8.201572135,0.802391878,0.034993787,0.002374339,0.334445831,0.269900334,0.216748506,0.359956072,0.406975299,0.070365698,0.286096177,0.195021324,0.023792237,0.012216722,0.131278642,0.355726714
4342,4195.890434,14.51838249,7420.072242,14.53254134,2091.234279,14.49048968,0.051834342,7.24972075,0.74754404,0.029870582,0.00431711,0.256112183,0.202663993,0.225656347,0.346522314,0.488524871,0.109209306,0.266144887,0.441241617,0.041496018,0.00815712,6.01E-10,0.349319819
4343,11976.44662,17.5142593,14936.25945,17.51565787,10324.68205,17.47734709,0.047068229,5.696409665,0.82613627,0.024283877,0.002603423,0.175950597,0.236728612,0.230419902,0.339318654,0.460770858,0.061110433,0.208719347,0.374341116,0.040971462,0.005536078,0.032351595,0.350634327
4344,9468.98111,14.75068676,12118.17962,14.7624834,6804.525504,14.70712231,0.045906727,10.61158536,0.689729816,0.022939459,0.003717942,0.358157805,0.200772806,0.20932455,0.360069025,0.452463286,0.066858497,0.215707214,0.347091152,0.033803859,0.022443658,0.000238378,0.346122413
4345,15773.70303,15.83637489,18363.61705,15.83756152,13677.02111,15.8125738,0.046170317,5.319273191,0.873447165,0.036625448,0.003592041,0.258090043,0.254939058,0.247501424,0.341210563,0.487647473,0.058318317,0.125034909,0.37638781,0.029791564,0.023739595,8.23E-05,0.360753608
4346,10818.91921,10.92495665,13356.37336,10.93971222,8461.549369,10.91068834,0.049122232,6.727965849,0.756562429,0.043431812,0.00544029,0.261899729,0.174446058,0.256288462,0.34508477,0.48077315,0.142915952,0.14578705,0.203521666,0.037095017,0.002712985,0.006578079,0.350349285
4347,13223.31777,8.045109505,17068.99522,8.047004956,11283.69831,8.000354909,0.051453458,5.86090417,0.860031877,0.040012061,0.003585012,0.266850805,0.254805484,0.241216961,0.35453314,0.457087642,0.055270856,0.188187947,0.297304797,0.04132894,0.003017659,9.24E-07,0.348907458
4348,11014.17251,6.236164436,14409.16431,6.234537793,9727.606464,6.215304023,0.058553843,8.244331661,0.822001667,0.044508395,0.002693819,0.246638707,0.238581239,0.204887445,0.360573978,0.461976678,0.130450911,0.277528413,0.443154027,0.032653692,0.003537275,0.00312464,0.352134513
4349,10484.87591,15.29050902,13534.78704,15.31041245,9012.802974,15.24436623,0.056684248,6.271873097,0.710480529,0.032784251,0.003925219,0.377895149,0.238144935,0.229016337,0.343207388,0.454201388,0.116425514,0.288604126,0.240206647,0.029862203,0.010344038,0.007982802,0.352824828
4350,8438.300942,7.040838534,10576.16828,7.050850628,5915.209237,7.008214804,0.062379718,6.086015938,0.731643026,0.038791772,0.003663406,0.305865625,0.229353335,0.246274482,0.349858623,0.416977011,0.083365134,0.155174386,0.329192526,0.015259608,0.011738607,0.017970969,0.351288372
4351,4312.477837,5.16882341,7764.569843,5.186268874,3225.823701,5.150728508,0.058344594,8.907862008,0.766259551,0.042664415,0.002277181,0.245162794,0.262198829,0.211590423,0.360992135,0.472327421,0.140163069,0.188333673,0.399907117,0.023191238,0.007422798,5.41E-05,0.344312237
4352,11980.14481,15.7165148,15937.12494,15.73220352,10139.16888,15.66824318,0.043127612,6.303338846,0.769899699,0.036348788,0.004561653,0.183000454,0.242143253,0.208786162,0.366624799,0.452066846,0.103643713,0.292965056,0.298254047,0.037020389,0.021398383,1.07E-05,0.353572378
4353,22656.01512,9.237872647,25457.13975,9.245850871,21279.22496,9.213592719,0.064800518,5.502671529,0.752587093,0.036112095,0.002249741,0.221933998,0.215174911,0.213311944,0.365160304,0.441881881,0.091222827,0.132514051,0.207167853,0.036019362,0.0134976,0.001106628,0.357753932
4354,3508.006236,7.291205447,6475.247757,7.299616068,1980.183088,7.280533668,0.047823518,8.040191372,0.799100656,0.024994345,0.004710586,0.258407243,0.22974475,0.218706169,0.347470173,0.434062765,0.121959574,0.271080893,0.259026287,0.014609818,0.005218162,0.00045491,0.354439114
4355,18782.75594,14.21537671,20742.75496,14.22437925,16651.65247,14.17699101,0.063867966,10.31936637,0.693582226,0.033334767,0.005333036,0.200625166,0.232760288,0.233028561,0.334758488,0.462679911,0.080222561,0.259590725,0.164244496,0.039471702,0.003609656,0.045956062,0.354080918
4356,4936.674477,6.821178605,6732.901304,6.826987093,3292.396303,6.799876096,0.047231242,8.85395183,0.755369617,0.045646689,0.006339301,0.247720182,0.196553315,0.203761076,0.370826319,0.481555634,0.149374413,0.184010274,0.403137594,0.008210376,0.003333083,2.52E-07,0.349986538
4357,24830.4934,17.31877405,28410.00719,17.32306935,23249.3994,17.29766269,0.04711946,7.855401112,0.833177653,0.02470692,0.003491043,0.23563226,0.245239134,0.22112588,0.344305135,0.451495148,0.050757278,0.107815436,0.373303355,0.009508356,0.033718015,0.020953329,0.344618834
4358,4037.080503,7.127574164,7632.350881,7.134204708,2592.750709,7.095958881,0.046268337,7.632542284,0.773717477,0.04630859,0.003372801,0.307968325,0.220843212,0.217441903,0.374931344,0.430535118,0.075668806,0.169167716,0.318810714,0.026849043,0.006669541,0.26031722,0.353606614
4359,34963.0115,14.73017306,38168.53262,14.74067938,32725.04217,14.66355785,0.046393266,9.936802697,0.678697751,0.026242041,0.002972954,0.220546334,0.203264556,0.215973303,0.362240263,0.432442125,0.050486977,0.25833287,0.252451712,0.016490121,0.019432224,0.000479452,0.349039539
4360,7545.519791,9.914827804,11250.25729,9.892645311,6567.302518,9.913488281,0.069867949,7.692128658,0.912563558,0.043236488,0.003695181,0.28728259,0.233443833,0.265498684,0.386388276,0.469532911,0.118169158,0.203434359,0.360921553,0.047203727,0.030959039,0.001249438,0.35451683
4361,32466.94533,16.57816384,37466.91825,16.59084184,31405.22852,16.56081148,0.05210823,9.945025895,0.833088794,0.027557635,0.006417204,0.225073409,0.230195182,0.244444802,0.373484087,0.449860423,0.111127153,0.171899093,0.435466863,0.026338871,0.00749915,6.08E-10,0.354845983
4362,3957.148525,13.74094772,6875.534312,13.75114351,1264.376297,13.70116141,0.050131744,8.270600209,0.767230554,0.042448853,0.004154698,0.237098024,0.261367537,0.23010152,0.39846692,0.479064817,0.083409117,0.106312998,0.389986529,0.025187128,0.010720262,4.98E-05,0.351393104
4363,2083.428454,7.752174287,5189.54001,7.755159394,609.1092225,7.722763154,0.043278312,6.65568861,0.740304779,0.044195097,0.004131983,0.268785428,0.193689383,0.22579711,0.374970519,0.458278545,0.064818508,0.20469464,0.324868682,0.023070284,0.000453909,8.89E-05,0.353549719
4364,7928.816252,8.636695585,10518.03502,8.639761178,6149.372703,8.619145698,0.043687528,6.881854073,0.81497784,0.039119094,0.004609106,0.276873701,0.190431233,0.223401794,0.36447264,0.46059251,0.112429796,0.299709363,0.179159855,0.042539655,0.01245161,0.084739646,0.353934356
4365,3885.633864,10.73845977,7572.461544,10.73416572,2579.422008,10.71402628,0.050226861,8.790013177,0.85774839,0.039183812,0.003790485,0.248065284,0.250942079,0.225194365,0.38101822,0.451449574,0.076258695,0.280098046,0.414609188,0.026805697,0.004920564,4.97E-05,0.351084098
4366,7856.347526,8.479705385,11742.9847,8.487200332,6409.940046,8.45289547,0.06314908,10.75658543,0.818241054,0.036455927,0.004601216,0.152234071,0.2416671,0.251653692,0.353484157,0.444303065,0.065501316,0.219680524,0.196796713,0.039050392,0.006458825,0.037796126,0.34441711
4367,4539.849116,12.95605539,8259.799146,12.9620025,2794.488088,12.93295265,0.043363009,8.718778331,0.803099907,0.042394965,0.002621538,0.264346778,0.271190603,0.258956,0.348742788,0.458356439,0.058289413,0.110306205,0.18504428,0.033923799,0.005853939,0.265582984,0.355629685
4368,10365.85268,5.530336232,13822.08452,5.537636586,8577.309285,5.504856247,0.046907411,8.674783888,0.80460355,0.039053423,0.002565112,0.312560997,0.191935376,0.227525041,0.370733972,0.44524069,0.092315883,0.281059876,0.27923633,0.029923055,0.004006539,0.075379553,0.354535183
4369,5508.039658,5.869176011,8266.878151,5.878824974,3572.671455,5.835564718,0.041963097,9.427025375,0.72978332,0.03196738,0.005044398,0.274920584,0.268182935,0.229579913,0.37699351,0.439689067,0.118815532,0.158231857,0.432969504,0.056124282,0.029507903,0.018431288,0.346142255
4370,7290.892556,12.70905273,9639.100265,12.71761683,5320.515599,12.69191096,0.048931429,8.12571684,0.799225409,0.035641075,0.004458615,0.320201344,0.240992942,0.218115522,0.345911086,0.446774705,0.136937244,0.15385903,0.352848823,0.021663687,0.024975721,0.00423383,0.34015433
4371,6789.897458,9.813764411,9297.219723,9.815110846,5026.880663,9.790595444,0.049616037,9.404188901,0.836570341,0.028729893,0.002484316,0.318616324,0.316824283,0.245884599,0.349846633,0.458986267,0.092349461,0.264342949,0.279455572,0.019217496,0.001361534,0.000162889,0.354832202
4372,6217.154397,7.762200499,9724.593981,7.77995998,4512.271514,7.729289281,0.053664547,8.609693239,0.692756151,0.031304234,0.004163396,0.236175735,0.255602953,0.251450742,0.380994554,0.450492471,0.106208026,0.192708845,0.408217893,0.019212312,0.001538878,0.12504822,0.348679184
4373,16534.41293,15.10435817,19023.08141,15.11203909,14333.98841,15.09088509,0.045639154,5.497779956,0.784918959,0.036992208,0.004710582,0.251858512,0.209104272,0.230451531,0.358958379,0.450463516,0.103677942,0.16435728,0.263905602,0.05279549,0.006938933,0.005044943,0.354482867
4374,3841.744789,13.45137357,8019.940617,13.47786584,2493.729662,13.40112894,0.052620621,8.315138478,0.737447248,0.041861315,0.006533376,0.300032826,0.268625948,0.226646732,0.388003401,0.437104763,0.111052092,0.292487648,0.302157108,0.041918638,0.006861728,8.98E-06,0.352553621
4375,10839.2694,15.29827137,14946.08162,15.31575708,9239.031616,15.27702272,0.047530802,10.21124621,0.793034144,0.043433701,0.002233392,0.303040265,0.237465529,0.240142088,0.375768795,0.445397909,0.134184434,0.256491384,0.429701933,0.044133915,0.012313778,7.33E-07,0.351783432
4376,10693.85059,5.672644115,14400.37979,5.682561288,10199.0814,5.617267505,0.059491134,6.86642055,0.762515216,0.048769642,0.002213084,0.265440176,0.201426399,0.268900481,0.371459372,0.398853806,0.064313381,0.215507226,0.385740224,0.053168799,0.010158132,0.024427816,0.345598078
4377,11873.48376,14.6400248,15859.20973,14.65385734,10698.5359,14.62190538,0.042869872,9.562129454,0.783419149,0.042595555,0.004399258,0.207713717,0.21118578,0.206494699,0.337974951,0.450512738,0.129833377,0.26370811,0.235183347,0.032363521,0.01012578,7.47E-07,0.353423559
4378,3493.91592,9.909427021,6965.282106,9.912206665,2285.609548,9.890520498,0.050160692,7.380691898,0.843713021,0.040899,0.003931912,0.265486964,0.220701128,0.226610443,0.359998909,0.442171404,0.093368909,0.186815285,0.438294951,0.032721166,0.002506106,0.004531528,0.354822692
4379,13761.90146,14.75274794,17703.11618,14.7645429,12049.45187,14.73675282,0.049576618,8.589771237,0.84332079,0.031401726,0.004011723,0.241450091,0.221722975,0.228053533,0.347710499,0.460691613,0.132920097,0.1746977,0.226092585,0.034372474,0.009192073,1.13E-05,0.344115623
4380,4226.872645,16.37477468,8350.004145,16.37029924,2714.543676,16.3627113,0.051936193,9.133223872,0.87218635,0.052598848,0.002111981,0.273379103,0.236714013,0.212391957,0.373803839,0.436774937,0.066029296,0.123323177,0.273691856,0.054499535,0.006662159,0.000192319,0.356056551
4381,10099.91576,13.2103893,13066.93061,13.22511242,8016.85391,13.15555505,0.053014152,7.814150111,0.743354036,0.043909745,0.006662622,0.200303844,0.22935685,0.216735772,0.345121086,0.442105784,0.053423882,0.222102979,0.200894959,0.026789453,0.000284848,7.18E-06,0.351150646
4382,6058.052988,7.799063863,9309.009623,7.803605103,4331.694055,7.781917627,0.049098696,10.70673271,0.784791804,0.0349736,0.003815019,0.284442737,0.278124796,0.21870211,0.376810295,0.3988653,0.107580718,0.237540203,0.248499997,0.031409217,0.012501422,0.028819262,0.358101756
4383,50954.0632,16.54345968,54650.85149,16.57431885,48100.95497,16.49419812,0.053533601,5.873098151,0.748955053,0.048540982,0.003804712,0.366254161,0.234624116,0.250012473,0.338607327,0.45921125,0.073796466,0.251278697,0.367014592,0.021079462,0.007284799,0.012561913,0.350196006
